No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Total Quantity,Required Quantity,Sectoer,Date (Daily),Contractor,Element (all),Executed Quantity (m3),Target Daily Rate
1642,Monday,2026-01-26,55371,36,Mecca Contracting,DPL,2026-01-24,,,75.201,Fill,G0-1,BH-44,B-115,LAYER-6,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-23,EL Gharably,BH-6-3,1859.11,390.601
1643,Monday,2026-01-26,55372,36,Mecca Contracting,DPL,2026-01-24,,,58.01,Fill,G0-1,BH-44,B-116,LAYER-7,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-23,EL Nessr El Araby,BH-16-1,1937.48,452.294
1644,Wednesday,2026-01-21,55250,36,Cleopatra,DPL,2026-01-20,,,54.82,Fill,G0-1,BH-11,B-182,LAYER-4,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-23,EL-Batal,BH-5-1,1358.80,316.703
1645,Saturday,2026-01-24,55333,36,Mecca Contracting,DPL,2026-01-21,,,50.79,Fill,G0-1,BH-44,B-114,LAYER-6,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-23,Mokhtar EL-Shenawy,BH-11-1,415.20,528.490
1646,Saturday,2026-01-24,55332,36,Mecca Contracting,DPL,2026-01-21,,,51.308,Fill,G0-1,BH-44,B-116,LAYER-6,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-23,Orascom,BH-3,1973.35,1201.038
1647,Monday,2026-01-19,55169,36,Orascom,PLATE LOAD,2026-01-17,,,,Fill,G0-1,BH-30,B-76,35.75,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,,,North Sector,2026-04-24,Inshaa,BH-46-1,2064.84,0.000
1648,Monday,2026-01-19,55168,36,Orascom,PLATE LOAD,2026-01-17,,,,Fill,G0-1,BH-30,B-76,35.75,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,,,North Sector,2026-04-24,MTR for Import,BH-45,5052.25,0.000
1649,Monday,2026-01-19,55156,36,Orascom,PLATE LOAD,2026-01-18,,,,Fill,G0-1,BH-29,B-79,35.75,1,,,APPROVED AS NOTED,DONE,5,CEL,1,,,,,North Sector,2026-04-24,Mecca Contracting,BH-44,632.03,797.231
1650,Monday,2026-01-19,55187,36,Orascom,PLATE LOAD,2026-01-18,,,,Fill,G0-1,BH-29,B-77,35.75,1,,,APPROVED AS NOTED,DONE,5,CEL,1,,,,,North Sector,2026-04-24,Orascom,BH-30,1101.68,1248.282
1651,Tuesday,2026-01-20,55215,36,Mecca Contracting,DPL,2026-01-19,,,48.62,Fill,G0-1,BH-44,B-116,LAYER-4,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-24,Sky Line,BH-34-1,2852.58,537.540
1652,Tuesday,2026-01-20,55214,36,Mecca Contracting,DPL,2026-01-19,,,41.92,Fill,G0-1,BH-44,B-115,LAYER-4,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-24,Al Anoud Al Arabia,BH-7-1,717.50,1135.855
1653,Tuesday,2026-01-20,55213,36,Mecca Contracting,DPL,2026-01-19,,,52.602,Fill,G0-1,BH-44,B-114,LAYER-5,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-24,Al Ittihadiya,BH-1,789.15,1227.242
1654,Sunday,2026-01-18,55124,36,Cleopatra,DPL,2026-01-17,,,54.06,Fill,G0-1,BH-11,B-182,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-24,Al Tawakkol,BH-22,2737.11,536.291
1655,Thursday,2026-01-15,37974,36,Cleopatra,DPL,2026-01-13,,,62.4,Fill,G0-1,BH-11,B-182,LAYER-2,4,,,APPROVED AS NOTED,DONE,3,EIDG,2,,,,,South Sector,2026-04-24,Karim Salam,BH-4,5054.08,1279.078
1656,Monday,2026-01-12,37857,36,Al Moassasa Al Masriya Al Motahida,PLATE LOAD,2026-01-09,,,,Fill,G0-1,BH-41,B-133,LAYER-5,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,South Sector,2026-04-24,Mokhtar EL-Shenawy,BH-11-1,3991.55,528.490
1657,Monday,2026-01-12,37853,36,Benaa,PLATE LOAD,2026-01-07,,,,Fill,G0-1,BH-9,B-153,38.75,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,,,,,North Sector,2026-04-26,Al Anoud Al Arabia,BH-42,1894.05,0.000
1658,Monday,2026-01-12,37854,36,Benaa,PLATE LOAD,2026-01-07,,,,Fill,G0-1,BH-9,B-153,38.75,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,,,,,North Sector,2026-04-26,Al Omraniya,BH-33,2377.93,1173.358
1659,Monday,2026-01-12,37855,36,Al Moassasa Al Masriya Al Motahida,PLATE LOAD,2026-01-10,,,,Fill,G0-1,BH-41,B-133,34.5,1,,,REVISE,DONE,6,CEDC,2,,,,,North Sector,2026-04-26,Al Qahira,BH-32,902.50,0.000
1660,Monday,2026-01-12,37852,36,Al Moassasa Al Masriya Al Motahida,PLATE LOAD,2026-01-10,,,,Fill,G0-1,BH-41,B-133,34.5,1,,,APPROVED AS NOTED,DONE,6,CEDC,2,,,,,North Sector,2026-04-26,Al Salmy,BH-31-1,1595.88,0.000
1661,Monday,2026-01-12,37850,36,Al Fayrouz,PLATE LOAD,2026-01-09,,,,Fill,G0-1,BH-7,B-142,36.75,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,North Sector,2026-04-26,Fayek Office,BH-35,4368.60,1190.082
1662,Monday,2026-01-12,37848,36,Al Fayrouz,PLATE LOAD,2026-01-09,,,,Fill,G0-1,BH-7,B-142,36.75,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,North Sector,2026-04-26,Inshaa,BH-46-1,3306.03,0.000
1663,Monday,2026-01-12,37847,36,Karim Salam,PLATE LOAD,2026-01-08,,,,Fill,G0-1,BH-4,B-146,42.5,1,,,APPROVED AS NOTED,DONE,6,CEDC,4,,,,,North Sector,2026-04-26,MTR for Import,BH-45,4534.69,0.000
1664,Monday,2026-01-12,37849,36,Al Fayrouz,PLATE LOAD,2026-01-09,,,,Fill,G0-1,BH-7,B-142,36.75,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,North Sector,2026-04-26,Mecca Contracting,BH-44,907.30,797.231
1665,Saturday,2026-01-10,37767,36,Orascom,PLATE LOAD,2026-01-05,,,,Fill,G0-1,BH-29,B-79,33.25,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,,,,,North Sector,2026-04-26,Mokhtar EL-Shenawy,BH-44-1,1793.13,805.263
1666,Monday,2026-01-05,37626,36,Orascom,PLATE LOAD,2026-01-04,,,,Fill,G0-1,BH-30,B-75,33.25,1,,,APPROVED AS NOTED,DONE,6,CEDC,1,,,,,North Sector,2026-04-26,Orascom,BH-36-1,3234.24,403.406
1667,Monday,2026-01-05,37630,36,Orascom,PLATE LOAD,2026-01-04,,,,Fill,G0-1,BH-29,B-76,33.25,1,,,APPROVED AS NOTED,DONE,6,CEDC,1,,,,,North Sector,2026-04-26,Saad Sheita,BH-35-1,2567.79,0.000
1668,Wednesday,2026-02-04,55643,36,Sinai,DPL,2026-02-02,,,44.61,Fill,G0-1,BH-8,,LAYER-7,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-26,Sky Line,BH-34-1,2984.04,537.540
1669,Wednesday,2026-02-04,55650,36,Sinai,DPL,2026-02-03,,,57.018,Fill,G0-1,BH-8,,LAYER-8,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-26,Al Amal,BH-23,3822.94,482.590
1670,Wednesday,2026-02-04,55652,36,Sinai,DPL,2026-02-03,,,46.42,Fill,G0-1,BH-8,,LAYER-15,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-26,Al Anoud Al Arabia,BH-7-1,1986.90,1135.855
1671,Wednesday,2026-02-04,55651,36,Al Amal,DPL,2026-02-02,,,54.43,Fill,G0-1,BH-23,,LAYER-10,13,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-26,Al Fayrouz,BH-13,3912.32,531.991
1672,Wednesday,2026-02-04,55649,36,Cleopatra,DPL,2026-02-02,,,49.335,Fill,G0-1,BH-11,,LAYER-4,11,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-26,Al Ittihadiya,BH-1,1532.40,1227.242
1673,Wednesday,2026-02-04,55647,36,Mecca Contracting,DPL,2026-02-02,,,57.17,Fill,G0-1,BH-44,,LAYER-9,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-26,Cleopatra,BH-6,3250.61,839.666
1674,Wednesday,2026-02-04,55644,36,Al Ittihadiya,DPL,2026-02-02,,,51.39,Fill,G0-1,BH-1,,LAYER-16,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-26,Mokhtar EL-Shenawy,BH-11-1,436.48,528.490
1675,Wednesday,2026-02-04,55642,36,Kamal Al Salmy,DPL,2026-02-02,,,53.006,Fill,G0-1,BH-31,,LAYER-15,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Al Anoud Al Arabia,BH-42,1894.05,0.000
1676,Wednesday,2026-02-04,55641,36,Al Omraniya,DPL,2026-02-02,,,53.014,Fill,G0-1,BH-33,,LAYER-5,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Al Omraniya,BH-33,2267.08,1173.358
1677,Wednesday,2026-02-04,55640,36,Al Salmy,DPL,2026-02-02,,,46.48,Fill,G0-1,BH-31-1,,LAYER-17,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Al Salmy,BH-31-1,3996.42,0.000
1678,Wednesday,2026-02-04,55662,36,Al Ikhlas Mohamed Abdelwahab,DPL,2026-02-03,,,53.22,Fill,G0-1,BH-12,,LAYER-1,10,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-27,Inshaa,BH-46-1,2310.85,0.000
1679,Wednesday,2026-02-04,55656,36,Benyan,DPL,2026-02-02,,,55.2,Fill,G0-1,BH-14,,LAYER-20,9,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,MTR for Import,BH-45,4903.08,0.000
1680,Wednesday,2026-02-04,55658,36,EL-Batal,DPL,2026-02-02,,,47.44,Fill,G0-1,BH-37,,LAYER-2,11,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Mecca Contracting,BH-44,1458.73,797.231
1681,Wednesday,2026-02-04,55657,36,EL-Batal,DPL,2026-02-02,,,56.24,Fill,G0-1,BH-37,,LAYER-5,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Orascom,BH-30,812.55,1248.282
1682,Wednesday,2026-02-04,55659,36,Al Alamiya,DPL,2026-02-02,,,60.05,Fill,G0-1,BH-28,,LAYER-9,10,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Orascom,BH-28-2,3132.57,337.020
1683,Wednesday,2026-02-04,55660,36,Al Masriya  for Construction and Road Paving,DPL,2026-02-02,,,50.07,Fill,G0-1,BH-13,,LAYER-1,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-27,Sky Line,BH-34-1,3039.85,537.540
1684,Wednesday,2026-02-04,55661,36,Fayek Office,DPL,2026-02-02,,,50.14,Fill,G0-1,BH-35,,LAYER-12,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-27,Al Amal,BH-23,3795.04,482.590
1685,Monday,2026-02-02,55638,36,Mecca Contracting,DPL,2026-01-30,,,47.87,Fill,G0-1,BH-44,B-114,LAYER-9,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-27,Al Arabia Contracting,BH-24,2728.52,455.309
1686,Monday,2026-02-02,55595,36,Mecca Contracting,DPL,2026-01-31,,,68.56,Fill,G0-1,BH-44,B-114,LAYER-25,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-27,Al Fayrouz,BH-13,1745.02,531.991
1687,Monday,2026-02-02,55587,36,Al Emaratiya Company,DPL,2026-01-31,,,58.36,Fill,G0-1,BH-40,,LAYER-14,16,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-27,Al Ittihadiya,BH-1,743.41,1227.242
1688,Monday,2026-02-02,55624,36,Al Emaratiya Company,DPL,2026-02-01,,,49.15,Fill,G0-1,BH-40,,LAYER-15,9,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-27,EL Gharably,BH-6-3,1779.99,390.601
1689,Monday,2026-02-02,55635,36,Al Emaratiya Company,DPL,2026-01-30,,,55.62,Fill,G0-1,BH-40,,LAYER-14,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-27,EL Nessr El Araby,BH-16-1,1174.20,452.294
1690,Monday,2026-02-02,55632,36,Karim Salam,DPL,2026-02-01,,,48.31,Fill,G0-1,BH-4,,LAYER-21,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-27,EL-Batal,BH-5-1,1552.00,316.703
1691,Monday,2026-02-02,55634,36,Karim Salam,DPL,2026-02-01,,,47.72,Fill,G0-1,BH-4,,LAYER-17,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-27,Karim Salam,BH-4,4964.34,1279.078
1692,Monday,2026-02-02,55633,36,Al Magd Contracting,DPL,2026-02-01,,,49.74,Fill,G0-1,BH-6-1,,LAYER-6,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-27,Mokhtar EL-Shenawy,BH-11-1,478.59,528.490
1693,Monday,2026-02-02,55588,36,Kamal Al Salmy,DPL,2026-01-31,,,54.36,Fill,G0-1,BH-31,,LAYER-14,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-28,Al Anoud Al Arabia,BH-47,7546.04,565.912
1694,Monday,2026-02-02,55631,36,Kamal Al Salmy,DPL,2026-02-01,,,50.24,Fill,G0-1,BH-31,,LAYER-14,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-28,Fayek Office,BH-35,2055.16,1190.082
1695,Monday,2026-02-02,55623,36,Inshaa,DPL,2026-02-01,,,51.22,Fill,G0-1,BH-38,,LAYER-17,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-28,Inshaa,BH-46-1,2076.50,0.000
1696,Monday,2026-02-02,55590,36,Al Salmy,DPL,2026-01-31,,,43.54,Fill,G0-1,BH-31-1,,LAYER-17,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-28,MTR for Import,BH-45,4588.55,0.000
1697,Monday,2026-02-02,55636,36,Al Salmy,DPL,2026-01-30,,,52.056,Fill,G0-1,BH-31-1,,LAYER-17,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,2026-04-28,Mecca Contracting,BH-44,1009.46,797.231
1698,Monday,2026-02-02,55637,36,Fayek Office,DPL,2026-01-30,,,55.466,Fill,G0-1,BH-35,,LAYER-5,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,2026-04-28,Mokhtar EL-Shenawy,BH-35-2,3617.65,512.622
1699,Monday,2026-02-02,55589,36,Orascom,DPL,2026-02-01,,,56.113,Fill,G0-1,BH-30,,LAYER-27,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-28,Orascom,BH-30,961.86,1248.282
1700,Monday,2026-02-02,55592,36,Orascom,DPL,2026-02-01,,,49.883,Fill,G0-1,BH-30,,LAYER-27,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-28,Orascom,BH-29,734.40,1294.388
1701,Monday,2026-02-02,55610,36,Orascom,DPL,2026-02-01,,,58.37,Fill,G0-1,BH-29,,LAYER-18,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-28,Orascom,BH-36-1,3227.96,403.406
1702,Monday,2026-02-02,55605,36,Youmark,DPL,2026-01-31,,,53.85,Fill,G0-1,BH-16,,LAYER-11,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-28,Al Ittihadiya,BH-1,723.37,1227.242
1703,Monday,2026-02-02,55621,36,Youmark,DPL,2026-02-01,,,55.26,Fill,G0-1,BH-16,,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-28,EL-Nada EL-Saadany,BH-5,2546.97,410.466
1704,Monday,2026-02-02,55622,36,Youmark,DPL,2026-02-01,,,50.171,Fill,G0-1,BH-16,,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-28,Gamal Shaaban,BH-13-2,1960.80,784.379
1705,Monday,2026-02-02,55626,36,Youmark,DPL,2026-02-01,,,53.28,Fill,G0-1,BH-16,,LAYER-9,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-28,Mokhtar EL-Shenawy,BH-11-1,2211.86,528.490
1706,Monday,2026-02-02,55627,36,MTR for Import,DPL,2026-02-01,,,59.13,Fill,G0-1,BH-39,,LAYER-4,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-29,Al Anoud Al Arabia,BH-42,1899.88,0.000
1707,Monday,2026-02-02,55585,36,Saad Sheita,DPL,2026-01-31,,,57.96,Fill,G0-1,BH-35-1,,LAYER-4,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Al Omraniya,BH-33,2267.08,1173.358
1708,Monday,2026-02-02,55586,36,Al Anoud Al Arabia,DPL,2026-01-31,,,54.92,Fill,G0-1,BH-47,,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Al Salmy,BH-31-1,1906.57,0.000
1709,Monday,2026-02-02,55591,36,Al Qahira,DPL,2026-01-31,,,51.59,Fill,G0-1,BH-32,,LAYER-16,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Fayek Office,BH-35,6389.17,1190.082
1710,Monday,2026-02-02,55593,36,Elhorya,DPL,2026-01-31,,,52.06,Fill,G0-1,BH-37,,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Inshaa,BH-46-1,1215.25,0.000
1711,Monday,2026-02-02,55597,36,Al Ikhlas Mohamed Abdelwahab,DPL,2026-01-31,,,47.01,Fill,G0-1,BH-12,,LAYER-14,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,MTR for Import,BH-45,4884.50,0.000
1712,Monday,2026-02-02,55601,36,Al Fayrouz,DPL,2026-01-31,,,48.28,Fill,G0-1,BH-7,,LAYER-13,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Mecca Contracting,BH-44,943.72,797.231
1713,Monday,2026-02-02,55602,36,Sinai,DPL,2026-01-31,,,58.118,Fill,G0-1,BH-8,,LAYER-14,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Mokhtar EL-Shenawy,BH-35-2,1604.21,512.622
1714,Monday,2026-02-02,55603,36,Al Moassasa Al Masriya Al Motahida,DPL,2026-01-31,,,58.605,Fill,G0-1,BH-41,,LAYER-8,9,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Orascom,BH-29,983.82,1294.388
1715,Monday,2026-02-02,55607,36,Benyan,DPL,2026-01-31,,,54.74,Fill,G0-1,BH-14,,LAYER-20,10,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-29,Saad Sheita,BH-35-1,1986.09,0.000
1716,Monday,2026-02-02,55604,36,Al Nada,DPL,2026-01-31,,,47.43,Fill,G0-1,BH-8-1,,LAYER-18,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-29,Al Arabia Contracting,BH-24,1185.79,455.309
1717,Monday,2026-02-02,55598,36,Al Arabia Contracting,DPL,2026-01-31,,,45.95,Fill,G0-1,BH-24,,LAYER-5,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-29,Al Fayrouz,BH-13,2276.12,531.991
1718,Monday,2026-02-02,55625,36,Al Arabia Contracting,DPL,2026-02-01,,,46.506,Fill,G0-1,BH-24,,LAYER-5,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,2026-04-29,Al Ittihadiya,BH-1,702.15,1227.242
1719,Monday,2026-02-02,55599,36,Al Amal,DPL,2026-01-31,,,51.08,Fill,G0-1,BH-23,,LAYER-9,9,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-29,Al Tawakkol,BH-22,2737.11,536.291
1720,Monday,2026-02-02,55608,36,Al Amal,DPL,2026-01-31,,,51.803,Fill,G0-1,BH-23,,LAYER-14,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-29,EL Gharably,BH-6-3,1890.44,390.601
1721,Monday,2026-02-02,55690,36,Abdel Ghany,DPL,2026-01-31,,,48.38,Fill,G0-1,BH-19,,LAYER-14,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-29,EL Nessr El Araby,BH-16-1,1993.42,452.294
1722,Monday,2026-02-02,55609,36,Abdel Ghany,DPL,2026-01-31,,,53.78,Fill,G0-1,BH-19,,LAYER-16,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-29,EL-Batal,BH-5-1,1647.06,316.703
1723,Monday,2026-02-02,55620,36,Al Ittihadiya,DPL,2026-02-01,,,55.906,Fill,G0-1,BH-2,,LAYER-15,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-30,Al Anoud Al Arabia,BH-47,7539.62,565.912
1724,Monday,2026-02-02,55596,36,Al Ittihadiya,DPL,2026-01-31,,,56.95,Fill,G0-1,BH-1,,LAYER-15,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-30,Fayek Office,BH-35,2052.83,1190.082
1725,Monday,2026-02-02,55606,36,Al Ittihadiya,DPL,2026-01-31,,,35.01,Fill,G0-1,BH-2,,LAYER-15,3,,,REVISE,DONE,2,EIDG,2,,,,,North Sector,2026-04-30,Inshaa,BH-46-1,4884.36,0.000
1726,Monday,2026-02-02,55594,36,Mokhtar EL-Shenawy,DPL,2026-01-31,,,59.96,Fill,G0-1,BH-39-1,,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,2026-04-30,MTR for Import,BH-45,4744.45,0.000
1727,Monday,2026-02-02,55629,36,Mokhtar EL-Shenawy,DPL,2026-02-01,,,64.34,Fill,G0-1,BH-39-1,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-30,Mecca Contracting,BH-44,1154.41,797.231
1728,Monday,2026-02-02,55628,36,Mokhtar EL-Shenawy,DPL,2026-02-01,,,53.15,Fill,G0-1,BH-39-1,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-30,Mokhtar EL-Shenawy,BH-35-2,3670.23,512.622
1729,Saturday,2026-01-31,55528,36,Orascom,DPL,2026-01-28,,,49.16,Fill,G0-1,BH-29,,LAYER-17,9,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,2026-04-30,Orascom,BH-30,941.93,1248.282
1730,Saturday,2026-01-31,55527,36,Orascom,DPL,2026-01-28,,,54.73,Fill,G0-1,BH-29,,LAYER-10,9,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,2026-04-30,Orascom,BH-29,727.79,1294.388
1731,Saturday,2026-01-31,55579,36,Orascom,DPL,2026-01-30,,,49.45,Fill,G0-1,BH-30,,LAYER-26,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-04-30,Orascom,BH-36-1,3178.28,403.406
1732,Saturday,2026-01-31,55507,36,Orascom,DPL,2026-01-28,,,50.56,Fill,G0-1,BH-30,,LAYER-26,9,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,Al Fayrouz,BH-13,4077.77,531.991
1733,Saturday,2026-01-31,55498,36,Abnaa Khalifa,DPL,2026-01-28,,,51.51,Fill,G0-1,BH-3,,LAYER-23,10,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,Al Tawakkol,BH-22,2737.11,536.291
1734,Saturday,2026-01-31,55499,36,Al Emaratiya Company,DPL,2026-01-28,,,56.32,Fill,G0-1,BH-40,,LAYER-13,12,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,Cleopatra,BH-6,3298.24,839.666
1735,Saturday,2026-01-31,55549,36,Al Emaratiya Company,DPL,2026-01-29,,,60.31,Fill,G0-1,BH-40,,LAYER-14,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,2026-04-30,EL Gharably,BH-6-3,1911.06,390.601
1736,Saturday,2026-01-31,55508,36,Youmark,DPL,2026-01-28,,,50.59,Fill,G0-1,BH-16,,LAYER-10,6,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,EL Nessr El Araby,BH-16-1,1593.14,452.294
1737,Saturday,2026-01-31,55497,36,Mecca Contracting,DPL,2026-01-28,,,52.038,Fill,G0-1,BH-44,,LAYER-17,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,EL-Nada EL-Saadany,BH-5,2178.53,410.466
1738,Saturday,2026-01-31,55506,36,Mecca Contracting,DPL,2026-01-28,,,58.72,Fill,G0-1,BH-44,B-115,LAYER-7,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,Gamal Shaaban,BH-13-2,1798.73,784.379
1739,Saturday,2026-01-31,55505,36,Mecca Contracting,DPL,2026-01-28,,,61.69,Fill,G0-1,BH-44,B-116,LAYER-8,2,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,Karim Salam,BH-4,4852.13,1279.078
1740,Saturday,2026-01-31,55500,36,Al Fayrouz,DPL,2026-01-28,,,57.05,Fill,G0-1,BH-7,,LAYER-15,10,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,2026-04-30,Mokhtar EL-Shenawy,BH-11-1,2249.24,528.490
1741,Saturday,2026-01-31,55574,36,Al Fayrouz,DPL,2026-01-30,,,50.38,Fill,G0-1,BH-7,,LAYER-16,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,2026-05-01,Al Omraniya,BH-33,2377.93,1173.358
