No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,Station,Direction,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
121,Saturday,29-08-26,64277,36, Saad Sheita ,DPL,23-08-26,,,49.52,Fill,C-A,RD-01,,7+250 : 7+290,R+L,LAYER-4,3,,1562,APPROVED AS NOTED,DONE,2,EIDG,6,,,
122,Monday,24-08-26,63971,36, Saad Sheita ,DPL,20-08-26,,,52.57,Fill,C-A,RD-01,,7+250 : 7+290,R+L,LAYER-3,4,,1956,APPROVED AS NOTED,DONE,2,EIDG,4,,,
123,Saturday,15-08-26,63581,36, Saad Sheita ,DPL,12-08-26,,,48.202,Fill,C-A,RD-01,,7+250 : 7+290,R+L,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
124,Monday,10-08-26,63457,36, Orascom ,DPL,09-08-26,,,46.37,Fill,C-A,RD-01,,7+500 : 7+650,R+L,RD-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
125,Monday,10-08-26,63452,36, Orascom ,DPL,09-08-26,,,46.37,Fill,C-A,RD-01,,7+500 : 7+650,R+L,RD-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
126,Tuesday,11-08-26,63501,36, Orascom ,DPL,10-08-26,,,48.25,Fill,C-A,RD-01,,7+500 : 7+650,R+L,RD-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
127,Tuesday,11-08-26,63492,36, Orascom ,DPL,10-08-26,,,56.66,Fill,C-A,RD-01,,7+500 : 7+650,R+L,RD-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
128,Wednesday,26-08-26,64258,36, Al Magd Contracting ,PLATE LOAD,25-08-26,,,,Fill,C-A,RD-01,,6+780 : 6+890,R+L,41.02,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
129,Saturday,29-08-26,64369,36, Orascom ,DPL,25-08-26,,,47.18,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-8,10,,5462,APPROVED AS NOTED,DONE,2,EIDG,4,,,
130,Saturday,29-08-26,64476,36, Orascom ,PLATE LOAD,28-08-26,,,,Fill,C-A,RD-01,,7+740 : 7+660,R+L,28.52,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
131,Saturday,29-08-26,64477,36, Orascom ,PLATE LOAD,28-08-26,,,,Fill,C-A,RD-01,,7+740 : 7+660,R+L,28.52,1,,,REVISE,DONE,3,BONYAN MISR,1,,,
132,Saturday,29-08-26,64456,36, Orascom ,DPL,26-08-26,,,47.87,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-9,10,,5897,APPROVED AS NOTED,DONE,2,EIDG,3,,,
133,Wednesday,26-08-26,64183,36, Orascom ,DPL,23-08-26,,,48.67,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-7,11,,5538,APPROVED AS NOTED,DONE,2,EIDG,3,,,
134,Monday,24-08-26,64001,36, Orascom ,DPL,19-08-26,,,52.86,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-6,8,,5538,APPROVED AS NOTED,DONE,2,EIDG,5,,,
135,Monday,24-08-26,64068,36, Orascom ,DPL,19-08-26,,,46.88,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-5,11,,5538,APPROVED AS NOTED,DONE,2,EIDG,5,,,
136,Monday,24-08-26,64088,36, Orascom ,PLATE LOAD,21-08-26,,,,Fill,C-A,RD-01,,7+500 : 7+660,R+L,27.02,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,3,,,
137,Monday,24-08-26,64087,36, Orascom ,PLATE LOAD,21-08-26,,,,Fill,C-A,RD-01,,7+500 : 7+660,R+L,27.02,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,3,,,
138,Monday,24-08-26,64085,36, Orascom ,PLATE LOAD,21-08-26,,,,Fill,C-A,RD-01,,7+500 : 7+660,R+L,27.02,1,,,REVISE,DONE,3,BONYAN MISR,3,,,
139,Monday,24-08-26,64086,36, Orascom ,PLATE LOAD,21-08-26,,,,Fill,C-A,RD-01,,7+500 : 7+660,R+L,27.02,1,,,REVISE,DONE,3,BONYAN MISR,3,,,
140,Sunday,09-08-26,63438,36, Orascom ,DPL,07-08-26,,,51.69,Fill,C-A,RD-01,,7+750 : 7+660,R+L,RD-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
141,Sunday,16-08-26,63712,36, Orascom ,DPL,13-08-26,,,50.22,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
142,Sunday,16-08-26,63711,36, Orascom ,DPL,15-08-26,,,52.205,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-3,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
143,Tuesday,18-08-26,63870,36, Orascom ,DPL,18-08-26,,,48.37,Fill,C-A,RD-01,,7+500 : 7+660,R+L,LAYER-4,4,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,
144,Sunday,30-08-26,64512,36, Orascom ,SOIL,27-08-26,A-2-4,19.00%,,Bottom of excavation,C-A,RD-01,,6+450 : 6+470,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
145,Thursday,27-08-26,64333,36, Orascom ,DPL,24-08-26,,,47.81,Fill,C-A,RD-01,,7+380 : 7+500,R+L,LAYER-4,7,,3491,APPROVED AS NOTED,DONE,2,EIDG,3,,,
146,Thursday,27-08-26,64276,36, Orascom ,DPL,23-08-26,,,50.033,Fill,C-A,RD-01,,7+380 : 7+500,R+L,LAYER-3,7,,3263,APPROVED AS NOTED,DONE,2,EIDG,4,,,
147,Tuesday,25-08-26,64137,36, Orascom ,DPL,22-08-26,,,46.29,Fill,C-A,RD-01,,7+380 : 7+500,R+L,LAYER-3,7,,3263,APPROVED AS NOTED,DONE,2,EIDG,3,,,
148,Wednesday,26-08-26,64200,36, Orascom ,DPL,23-08-26,,,51.101,Fill,C-A,RD-01,,7+380 : 7+500,R+L,LAYER-3,7,,3263,APPROVED AS NOTED,DONE,2,EIDG,3,,,
149,Wednesday,26-08-26,64000,36, Orascom ,DPL,20-08-26,,,51.96,Fill,C-A,RD-01,,7+360 : 7+500,R+L,LAYER-2,6,,3263,APPROVED AS NOTED,DONE,2,EIDG,6,,,
150,Monday,24-08-26,64093,36, Orascom ,PLATE LOAD,22-08-26,,,,Fill,C-A,RD-01,,7+500 : 7+660,R+L,27.02,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,
151,Monday,17-08-26,63797,36, Orascom ,SOIL,16-08-26,A-4,47.40%,,Bottom of excavation,C-A,RD-01,,7+360 : 7+500,R+L,,,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
152,Tuesday,18-08-26,63871,36, Orascom ,DPL,18-08-26,,,48.108,Fill,C-A,RD-01,,7+360 : 7+500,R+L,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,
153,Saturday,29-08-26,64362,36, Orascom ,DPL,25-08-26,,,47.92,Fill,C-A,RD-01,,7+740 : 7+760,R+L,LAYER-7,7,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
154,Sunday,30-08-26,64514,36, Orascom ,DPL,27-08-26,,,46.95,Fill,C-A,RD-01,,7+660 : 7+740,R+L,LAYER-8,7,,3397,APPROVED AS NOTED,DONE,2,EIDG,3,,,
155,Wednesday,26-08-26,64182,36, Orascom ,DPL,23-08-26,,,51.36,Fill,C-A,RD-01,,7+660 : 7+740,R+L,LAYER-6,6,,3000,APPROVED AS NOTED,DONE,2,EIDG,3,,,
156,Tuesday,25-08-26,64138,36, Orascom ,DPL,22-08-26,,,50.25,Fill,C-A,RD-01,,7+660 : 7+740,R+L,LAYER-5,6,,2881,APPROVED AS NOTED,DONE,2,EIDG,3,,,
157,Monday,24-08-26,64046,36, Orascom ,DPL,19-08-26,,,49.038,Fill,C-A,RD-01,,7+660 : 7+740,R+L,LAYER-4,6,,2881,APPROVED AS NOTED,DONE,2,EIDG,5,,,
158,Wednesday,12-08-26,63516,36, Orascom ,DPL,11-08-26,,,47.47,Fill,C-A,RD-01,,7+640 : 7+740,R+L,RD-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
159,Tuesday,11-08-26,63498,36, Orascom ,DPL,10-08-26,,,48.09,Fill,C-A,RD-01,,7+660 : 7+740,R+L,RD-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
160,Saturday,15-08-26,63534,36, Orascom ,SOIL,14-08-26,A-4,64.60%,,Bottom of excavation,C-A,RD-01,,7+740 : 7+815,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
161,Sunday,16-08-26,63731,36, Orascom ,DPL,13-08-26,,,51.46,Fill,C-A,RD-01,,7+660 : 7+740,R+L,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
162,Monday,17-08-26,63782,36, Orascom ,DPL,16-08-26,,,51.302,Fill,C-A,RD-01,,7+660 : 7+740,R+L,LAYER-3,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
163,Tuesday,18-08-26,63919,36, Orascom ,PLATE LOAD,18-08-26,,,,Fill,C-A,RD-01,,7+660 : 7+740,R+L,19.5,1,,,APPROVED AS NOTED,DONE,5,CEL,0,,,
164,Tuesday,18-08-26,63917,36, Orascom ,PLATE LOAD,18-08-26,,,,Fill,C-A,RD-01,,7+660 : 7+740,R+L,19.5,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,0,,,
165,Sunday,30-08-26,64573,36, Orascom ,PLATE LOAD,28-08-26,,,,Fill,C-A,RD-01,,7+380 : 7+500,R+L,28.52,1,,,REVISE,DONE,3,BONYAN MISR,2,,,
166,Sunday,30-08-26,64572,36, Orascom ,PLATE LOAD,28-08-26,,,,Fill,C-A,RD-01,,7+380 : 7+500,R+L,28.52,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,,,
167,Thursday,27-08-26,64341,36, Orascom ,DPL,24-08-26,,,48.85,Fill,C-A,RD-01,,7+740 : 7+800,R+L,LAYER-4,5,,2202,APPROVED AS NOTED,DONE,2,EIDG,3,,,
168,Saturday,29-08-26,64454,36, Orascom ,DPL,26-08-26,,,48.22,Fill,C-A,RD-01,,7+740 : 7+800,R+L,LAYER-5,5,,2418,APPROVED AS NOTED,DONE,2,EIDG,3,,,
169,Sunday,30-08-26,64488,36, Orascom ,DPL,28-08-26,,,50.64,Fill,C-A,RD-01,,7+740 : 7+800,R+L,LAYER-7,6,,2660,APPROVED AS NOTED,DONE,2,EIDG,2,,,
170,Tuesday,25-08-26,64140,36, Orascom ,DPL,22-08-26,,,48.81,Fill,C-A,RD-01,,7+740 : 7+800,R+L,LAYER-3,4,,1978,APPROVED AS NOTED,DONE,2,EIDG,3,,,
171,Sunday,30-08-26,64544,36, Orascom ,DPL,27-08-26,,,50.46,Fill,C-A,RD-01,,7+740 : 7+800,R+L,LAYER-6,5,,2717,APPROVED AS NOTED,DONE,2,EIDG,3,,,
172,Sunday,30-08-26,64528,36, Orascom ,DPL,26-08-26,,,49.25,Fill,C-A,RD-01,,7+380 : 7+500,R+L,LAYER-5,8,,3628,APPROVED AS NOTED,DONE,2,EIDG,4,,,
173,Wednesday,19-08-26,63933,36, Orascom ,DPL,18-08-26,,,49.74,Fill,C-A,RD-01,,7+740 : 7+800,R+L,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
174,Saturday,29-08-26,64455,36, MTR for Import ,DPL,25-08-26,,,51.66,Fill,C-A,RD-01,,7+000 : 7+100,R+L,LAYER-6,11,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
175,Saturday,29-08-26,64464,36, MTR for Import ,PLATE LOAD,27-08-26,,,,Fill,C-A,RD-01,,7+120 : 7+200,R+L,34.52,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,
176,Sunday,30-08-26,64485,36, MTR for Import ,DPL,27-08-26,,,48.87,Fill,C-A,RD-01,,7+040 : 7+120,R+L,LAYER-7,9,,4544,APPROVED AS NOTED,DONE,2,EIDG,3,,,
177,Sunday,30-08-26,64205,36, MTR for Import ,DPL,23-08-26,,,48.8,Fill,C-A,RD-01,,7+040 : 7+200,R+L,LAYER-5,16,,8655,APPROVED AS NOTED,DONE,2,EIDG,7,,,
178,Monday,17-08-26,63808,36, MTR for Import ,DPL,16-08-26,,,48.33,Fill,C-A,RD-01,,6+120 : 7+020,R+L,LAYER-1,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
179,Saturday,29-08-26,64353,36, MTR for Import ,DPL,24-08-26,,,47.75,Fill,C-A,RD-01,,7+100 : 7+200,R+L,LAYER-6,12,,5733,APPROVED AS NOTED,DONE,2,EIDG,5,,,
180,Saturday,29-08-26,64449,36, MTR for Import ,DPL,26-08-26,,,47.79,Fill,C-A,RD-01,,7+120 : 7+200,R+L,LAYER-7,9,,4621,APPROVED AS NOTED,DONE,2,EIDG,3,,,
181,Monday,24-08-26,64062,36, MTR for Import ,DPL,19-08-26,,,46.39,Fill,C-A,RD-01,,7+120 : 7+200,R+L,LAYER-3,4,,4148,APPROVED AS NOTED,DONE,2,EIDG,5,,,
182,Monday,24-08-26,64030,36, MTR for Import ,DPL,21-08-26,,,52.074,Fill,C-A,RD-01,,7+100 : 7+200,R+L,LAYER-4,11,,5312,APPROVED AS NOTED,DONE,2,EIDG,3,,,
183,Wednesday,19-08-26,63938,36, MTR for Import ,DPL,18-08-26,,,50.78,Fill,C-A,RD-01,,7+120 : 7+200,R+L,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
184,Tuesday,18-08-26,63899,36, MTR for Import ,DPL,17-08-26,,,48.54,Fill,C-A,RD-01,,7+180 : 7+200,R+L,LAYER-1,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
185,Wednesday,26-08-26,64198,36, EL-Batal ,DPL,23-08-26,,,48.042,Fill,C-A,RD-01,,5+870 : 5+900,R+L,LAYER-1,3,,1095,APPROVED AS NOTED,DONE,2,EIDG,3,,,
186,Saturday,29-08-26,64457,36, EL-Batal ,DPL,26-08-26,,,46.16,Fill,C-A,RD-01,,5+870 : 5+900,R+L,LAYER-2,3,,1109,APPROVED AS NOTED,DONE,2,EIDG,3,,,
187,Wednesday,26-08-26,64199,36, EL-Batal ,DPL,23-08-26,,,48.85,Fill,C-A,RD-01,,5+900 : 5+990,R+L,LAYER-2,7,,3161,APPROVED AS NOTED,DONE,2,EIDG,3,,,
188,Wednesday,19-08-26,63928,36, EL-Batal ,DPL,18-08-26,,,56.56,Fill,C-A,RD-01,,5+900 : 5+990,R+L,LAYER-1,5,,2874,APPROVED AS NOTED,DONE,2,EIDG,1,,,
189,Sunday,30-08-26,64487,36, EL-Batal ,DPL,28-08-26,,,46.09,Fill,C-A,RD-01,,5+990 : 6+060,R+L,LAYER-2,6,,2819,APPROVED AS NOTED,DONE,2,EIDG,2,,,
190,Saturday,29-08-26,64402,36, EL-Batal ,DPL,24-08-26,,,47.97,Fill,C-A,RD-01,,6+160 : 6+250,R+L,LAYER-1,7,,3647,APPROVED AS NOTED,DONE,2,EIDG,5,,,
191,Thursday,27-08-26,64317,36, EL-Batal ,DPL,24-08-26,,,51.93,Fill,C-A,RD-01,,6+160 : 6+250,R+L,LAYER-1,3,,1451,APPROVED AS NOTED,DONE,2,EIDG,3,,,
192,Saturday,29-08-26,64462,36, Al Magd Contracting ,DPL,26-08-26,,,46.56,Fill,C-A,RD-01,,6+780 : 6+890,R+L,LAYER-6,10,,5011,APPROVED AS NOTED,DONE,2,EIDG,3,,,
193,Wednesday,26-08-26,64274,36, Al Magd Contracting ,DPL,23-08-26,,,48.73,Fill,C-A,RD-01,,6+820 : 6+890,R+L,LAYER-3,7,,3236,APPROVED AS NOTED,DONE,2,EIDG,3,,,
194,Sunday,30-08-26,64548,36, Al Magd Contracting ,DPL,27-08-26,,,48.72,Fill,C-A,RD-01,,6+770 : 6+890,R+L,LAYER-8,11,,5465,APPROVED AS NOTED,DONE,2,EIDG,3,,,
195,Wednesday,26-08-26,64265,36, Al Magd Contracting ,PLATE LOAD,25-08-26,,,,Fill,C-A,RD-01,,6+780 : 6+890,R+L,41.02,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
196,Wednesday,26-08-26,64266,36, Al Magd Contracting ,PLATE LOAD,25-08-26,,,,Fill,C-A,RD-01,,6+780 : 6+890,R+L,41.02,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
197,Tuesday,25-08-26,64142,36, Al Magd Contracting ,DPL,22-08-26,,,48.87,Fill,C-A,RD-01,,6+820 : 6+890,R+L,LAYER-3,7,,3236,APPROVED AS NOTED,DONE,2,EIDG,3,,,
198,Monday,24-08-26,63996,36, Al Magd Contracting ,DPL,20-08-26,,,43.32,Fill,C-A,RD-01,,6+823 : 6+890,R+L,LAYER-2,4,,3012,APPROVED AS NOTED,DONE,2,EIDG,4,,,
199,Thursday,27-08-26,64316,36, Al Magd Contracting ,DPL,24-08-26,,,49.66,Fill,C-A,RD-01,,6+780 : 6+890,R+L,LAYER-4,10,,4928,APPROVED AS NOTED,DONE,2,EIDG,3,,,
200,Thursday,27-08-26,64336,36, Al Magd Contracting ,DPL,24-08-26,,,49.66,Fill,C-A,RD-01,,6+780 : 6+890,R+L,LAYER-5,10,,4928,APPROVED AS NOTED,DONE,2,EIDG,3,,,
201,Saturday,29-08-26,64404,36, Al Magd Contracting ,DPL,24-08-26,,,47.26,Fill,C-A,RD-01,,6+780 : 6+890,R+L,LAYER-5,10,,4928,APPROVED AS NOTED,DONE,2,EIDG,5,,,
202,Wednesday,19-08-26,63940,36, Al Magd Contracting ,SOIL,17-08-26,A-2-4,34.00%,,Bottom of excavation,C-A,RD-01,,6+784 : 6+823,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
203,Wednesday,19-08-26,63940,36, Al Magd Contracting ,DPL,18-08-26,,,49.87,Bottom of excavation,C-A,RD-01,,6+784 : 6+823,R+L,LAYER-0,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
204,Wednesday,19-08-26,63941,36, Al Magd Contracting ,SOIL,18-08-26,A-2-4,32.40%,,Bottom of excavation,C-A,RD-01,,6+770 : 6+784,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
205,Wednesday,19-08-26,63941,36, Al Magd Contracting ,DPL,18-08-26,,,48.71,Bottom of excavation,C-A,RD-01,,6+770 : 6+784,R+L,LAYER-0,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
206,Wednesday,19-08-26,63902,36, Al Magd Contracting ,SOIL,17-08-26,A-4,39.60%,,Bottom of excavation,C-A,RD-01,,6+823 : 6+890,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
207,Saturday,29-08-26,64461,36, Port Said West ,DPL,26-08-26,,,52.11,Fill,C-A,RD-01,,6+935 : 6+964,R+L,LAYER-9,3,,1415,APPROVED AS NOTED,DONE,2,EIDG,3,,,
208,Saturday,29-08-26,64381,36, Port Said West ,DPL,25-08-26,,,54.87,Fill,C-A,RD-01,,6+935 : 6+964,R+L,LAYER-8,3,,1408,APPROVED AS NOTED,DONE,2,EIDG,4,,,
209,Monday,24-08-26,64082,36, Port Said West ,PLATE LOAD,20-08-26,,,,Fill,C-A,RD-01,,6+539 : 6+894,R+L,39.02,1,,,APPROVED AS NOTED,DONE,5,CEL,4,,,
210,Monday,24-08-26,64081,36, Port Said West ,PLATE LOAD,20-08-26,,,,Fill,C-A,RD-01,,6+539 : 6+894,R+L,39.02,1,,,APPROVED AS NOTED,DONE,5,CEL,4,,,
211,Thursday,27-08-26,64330,36, Port Said West ,DPL,24-08-26,,,51.99,Fill,C-A,RD-01,,6+935 : 6+970,R+L,LAYER-7,3,,1420,APPROVED AS NOTED,DONE,2,EIDG,3,,,
212,Wednesday,26-08-26,64193,36, Port Said West ,DPL,23-08-26,,,48.76,Fill,C-A,RD-01,,6+935 : 6+970,R+L,LAYER-6,3,,1438,APPROVED AS NOTED,DONE,2,EIDG,3,,,
213,Monday,24-08-26,63985,36, Port Said West ,DPL,20-08-26,,,50.13,Fill,C-A,RD-01,,6+935 : 6+970,R+L,LAYER-5,4,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
214,Wednesday,19-08-26,63952,36, Port Said West ,DPL,18-08-26,,,58.029,Fill,C-A,RD-01,,6+935 : 6+970,R+L,LAYER-4,3,,1459,APPROVED AS NOTED,DONE,2,EIDG,1,,,
215,Wednesday,19-08-26,63952,36, Port Said West ,DPL,18-08-26,,,53.57,Fill,C-A,RD-01,,6+935 : 6+970,R+L,LAYER-3,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
216,Saturday,15-08-26,63529,36, Port Said West ,DPL,14-08-26,,,53.94,Fill,C-A,RD-01,,6+935 : 6+970,R+L,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
217,Sunday,16-08-26,63733,36, Port Said West ,DPL,11-08-26,,,47.47,Fill,C-A,RD-01,,6+935 : 6+960,R+L,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,5,,,
218,Monday,17-08-26,63803,36, Port Said West ,DPL,16-08-26,,,50.66,Fill,C-A,RD-01,,6+935 : 6+960,R+L,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
219,Saturday,29-08-26,64472,36, Port Said West ,PLATE LOAD,28-08-26,,,,Fill,C-A,RD-01,,6+533 : 6+935,R+L,41.52,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
220,Saturday,29-08-26,64473,36, Port Said West ,PLATE LOAD,28-08-26,,,,Fill,C-A,RD-01,,6+935 : 6+960,R+L,41.52,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,
221,Saturday,29-08-26,64382,36, Port Said West ,DPL,25-08-26,,,46.054,Fill,C-A,RD-01,,6+888 : 6+935,R+L,LAYER-8,5,,2214,APPROVED AS NOTED,DONE,2,EIDG,4,,,
222,Saturday,29-08-26,64460,36, Port Said West ,DPL,26-08-26,,,45.073,Fill,C-A,RD-01,,6+888 : 6+935,R+L,LAYER-9,5,,2259,APPROVED AS NOTED,DONE,2,EIDG,3,,,
223,Sunday,30-08-26,64517,36, Port Said West ,DPL,27-08-26,,,47.59,Fill,C-A,RD-01,,6+888 : 6+935,R+L,LAYER-10,5,,2246,APPROVED AS NOTED,DONE,2,EIDG,3,,,
224,Wednesday,26-08-26,64192,36, Port Said West ,DPL,23-08-26,,,52.065,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-6,4,,1991,APPROVED AS NOTED,DONE,2,EIDG,3,,,
225,Monday,24-08-26,64107,36, Port Said West ,DPL,19-08-26,,,46.33,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-5,4,,1973,APPROVED AS NOTED,DONE,2,EIDG,5,,,
226,Wednesday,19-08-26,63958,36, Port Said West ,DPL,18-08-26,,,57.93,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-3,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
227,Saturday,15-08-26,63535,36, Port Said West ,DPL,14-08-26,,,52.49,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
228,Sunday,16-08-26,63734,36, Port Said West ,DPL,11-08-26,,,51.39,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,5,,,
229,Monday,17-08-26,63807,36, Port Said West ,DPL,16-08-26,,,52.55,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
230,Wednesday,19-08-26,63951,36, Port Said West ,DPL,18-08-26,,,46.089,Fill,C-A,RD-01,,6+894 : 6+935,R+L,LAYER-4,3,,1955,APPROVED AS NOTED,DONE,2,EIDG,1,,,
231,Saturday,29-08-26,64452,36, Benaa ,DPL,26-08-26,,,45.69,Fill,C-A,RD-01,,6+580 : 6+600,R+L,LAYER-1,2,,940,APPROVED AS NOTED,DONE,2,EIDG,3,,,
232,Sunday,30-08-26,64534,36, Benaa ,DPL,27-08-26,,,53.82,Fill,C-A,RD-01,,6+580 : 6+600,R+L,LAYER-2,2,,916,APPROVED AS NOTED,DONE,2,EIDG,3,,,
233,Thursday,27-08-26,64334,36, Benaa ,SOIL,24-08-26,A-4,41.60%,,Bottom of excavation,C-A,RD-01,,6+580 : 6+600,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
234,Saturday,29-08-26,64458,36, Benaa ,DPL,26-08-26,,,42.94,Fill,C-A,RD-01,,6+540 : 6+580,R+L,LAYER-4,5,,2008,APPROVED AS NOTED,DONE,2,EIDG,3,,,
235,Wednesday,26-08-26,64275,36, Benaa ,DPL,23-08-26,,,49.112,Fill,C-A,RD-01,,6+540 : 6+580,R+L,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
236,Saturday,29-08-26,64392,36, Benaa ,DPL,25-08-26,,,56.117,Fill,C-A,RD-01,,6+540 : 6+580,R+L,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
237,Monday,24-08-26,64047,36, Benaa ,DPL,19-08-26,,,48.55,Fill,C-A,RD-01,,6+490 : 6+580,R+L,LAYER-1,5,,4239,APPROVED AS NOTED,DONE,2,EIDG,5,,,
238,Monday,17-08-26,63818,36, Benaa ,SOIL,16-08-26,A-4,49.20%,,Bottom of excavation,C-A,RD-01,,6+490 : 6+580,R+L,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
239,Saturday,29-08-26,64459,36, Benaa ,DPL,26-08-26,,,49.63,Fill,C-A,RD-01,,6+490 : 6+540,R+L,LAYER-4,2,,2504,APPROVED AS NOTED,DONE,2,EIDG,3,,,
240,Saturday,29-08-26,64391,36, Benaa ,DPL,25-08-26,,,50.201,Fill,C-A,RD-01,,6+490 : 6+540,R+L,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
241,Monday,24-08-26,63994,36, Benaa ,DPL,20-08-26,,,55.96,Fill,C-A,RD-01,,6+490 : 6+540,R+L,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,
242,Thursday,27-08-26,64305,36, EL-Nada EL-Saadany ,DPL,24-08-26,,,46.006,Fill,C-A,RD-01,,6+620 : 6+690,R+L,LAYER-3,6,,3049,APPROVED AS NOTED,DONE,2,EIDG,3,,,
243,Tuesday,25-08-26,64159,36, EL-Nada EL-Saadany ,DPL,22-08-26,,,57.46,Fill,C-A,RD-01,,6+620 : 6+690,R+L,LAYER-2,2,,852,APPROVED AS NOTED,DONE,2,EIDG,3,,,
244,Monday,24-08-26,63987,36, EL-Nada EL-Saadany ,DPL,20-08-26,,,48.29,Fill,C-A,RD-01,,6+620 : 6+690,R+L,LAYER-1,2,,399,APPROVED AS NOTED,DONE,2,EIDG,4,,,
245,Thursday,27-08-26,64321,36, EL-Nada EL-Saadany ,DPL,24-08-26,,,52.43,Fill,C-A,RD-01,,6+690 : 6+720,R+L,LAYER-2,3,,1389,APPROVED AS NOTED,DONE,2,EIDG,3,,,
